palavra	count
pucherazo	8935
dalí	5793
23f	8242
encontrar	9153
asquerosa	6431
valencia	11073
tomado	8637
transparencia	8060
preguntad	517
força	9885
completar	995
reprimidos	5214
15000	4090
desalojo	9657
alboroto	1221
tristes	8189
any	6577
veda	2596
supone	10835
rrss	4761
perejil	7762
guatemala	1811
maltrato	7232
tratan	9057
tension	2775
desestabilizar	124
semana	11650
illo	4305
cobos	497
margen	9762
manifestante	6196
ever	3982
forme	6231
verga	8833
petro	7181
bomba	8710
santamaría	7940
prohíben	5683
brutal	11618
confundido	3192
desastres	4376
incumpliendo	5725
nacieron	2907
suponiendo	1891
caigan	3998
aboga	6660
desaparecer	6891
asustan	615
solos	5023
forman	7703
ponernos	4172
aplicaciones	1736
violenta	10997
egoísmo	5153
podian	416
despreciados	736
pedir	11640
nacionalismos	9782
visado	2226
45	7875
disfrazados	5240
infame	3837
journal	3848
celebró	9078
palos	11567
excesos	5541
chilena	4082
diada	5978
peligrosa	6892
liga	11686
apagar	7965
cnt	3201
siguió	729
marcando	2148
tiros	6831
paros	2053
calló	1502
negativo	5586
representación	8682
negociada	3454
borroka	2730
700000	616
enferma	7355
vicepresidenta	7229
animando	348
edificio	4759
sea	6494
pensará	1819
comprado	6651
caida	1361
1oct	10151
france	1279
forro	10215
responderán	2748
actuará	1234
entorpeciendo	2254
chega	4138
sentimientos	8695
individuos	3389
explicaciones	7216
cadenas	7841
vargas	7901
repudiar	5326
disparos	5829
defenderse	5641
humilde	7351
hdp	9125
aplazar	3240
lacayo	193
rozas	3103
mediación	10990
javier	9038
basicamente	702
cambiarla	7736
disolución	8019
perdiste	916
2011	8502
thoreau	2914
antidemócratas	393
cariño	9752
alomejor	1197
analiza	7667
cantos	227
universitarios	2040
puidgemont	5880
cansada	8259
abusos	9124
bose	1252
sentir	10758
fortuna	5712
pasta	9920
halloween	5520
calado	1703
período	4258
lea	6524
dignos	3412
interesar	790
maría	8626
contexto	8632
↑	6148
presenciando	2858
rotos	7627
culpe	219
citizens	7990
determinados	2264
declararse	6004
fora	7885
sentimental	3526
perfectamente	10383
pesaos	8630
maderos	5774
jodete	1988
ceder	7465
quebrada	5791
contesta	7059
hispanofobia	5749
flipar	6037
paletos	7827
treinta	6131
traslada	9260
hacerla	5016
ho	8923
zascas	1247
there	8826
indefendible	5331
pillar	7137
dividirse	4184
imparcial	9280
chollo	6229
zona	10176
llamaban	1972
rápidamente	3597
espacio	9576
poli	8573
buscar	11254
considerable	921
debe	6454
sedes	7854
bé	5894
aprender	10027
altas	5698
montado	10541
preocupéis	3355
deixar	4552
indigno	7071
forzando	1586
fe	8834
pediré	846
golpiza	2380
separatas	9455
compartido	4237
ascienden	6506
imaginación	4355
chicas	4046
sánchez	11163
isca	4760
mientes	4423
omg	5786
confusión	5072
ministra	3336
repercusiones	5160
visionario	1776
real	11574
está	9560
plató	1777
mongolos	1513
permitir	11309
torpe	8558
falsedad	4539
hegemonía	2699
mame	46
patriota	10113
matrimonio	8669
comunista	10411
pasea	1598
punta	9583
iu	7603
bolsillos	436
von	3331
llenado	6058
barbaridades	8367
intolerancia	7696
complices	5409
electo	3460
disolver	7942
manteniendo	3292
mismísimo	2208
autor	2930
enseña	7979
spaniards	167
recentralizar	2726
acuerde	2760
afectar	6874
estopa	3665
governo	10813
obra	6985
incendio	7507
acosando	4006
ratificación	4333
recaerá	1393
evidencia	9376
chavistas	10409
gráfica	6333
ruleta	6090
pelicula	3288
limpia	7848
salio	8030
always	4921
sul	7057
enteró	601
montjuic	1634
inutil	1359
cambió	4373
aparecer	4883
mantenga	2399
break	2206
mas	10200
transmisión	3423
sabia	8902
interés	10119
bienvenido	7558
cargaron	2144
manipuladas	3179
destrozando	5150
700	9921
mueve	8920
pondrá	7581
também	6343
libra	2563
votaran	8361
veraz	3579
pendejos	7324
aprovechan	7185
acción	10538
techo	2271
loro	1550
escuela	10014
permitieron	4223
abre	10824
colectiva	7968
neymar	5966
ministro	10873
stories	9743
incluida	10268
incoherencia	2018
provincia	10572
entrenar	3902
ups	5115
designados	7922
by	10476
lucidez	102
político	11614
preparando	9922
cubrir	6400
civilizado	5355
fascist	6601
soria	5457
logre	7590
hipocritas	4583
precisamente	10343
envuelto	3070
pacificas	3287
vizca	5194
podáis	4907
120	7026
financial	5654
36	6473
abril	4799
camiseta	10363
silenciados	524
pequeña	9867
autonomia	9263
26	4634
left	2688
tramposo	5956
151	5591
sensación	9527
policías	11747
esconder	6349
for	11426
robaban	999
nuestros	2158
cataluñaespaña	3278
pedid	1029
toda	10334
gta	295
escribir	10001
vendrá	9026
rápido	10171
reacciona	7348
consigan	4738
perros	10555
permiso	9230
cojonazos	1543
experiencia	9003
precedentes	6367
filtro	1052
esque	9549
gustaria	8565
autónomas	8547
anunciaron	4442
via	10945
unir	9489
planteado	8348
bananera	10105
intensa	3861
fa	7062
catalans	10141
dispuesto	9425
quitarse	3704
flandes	3084
efectiva	2066
fomentar	8466
decidido	10839
fomenta	2289
despierta	9453
insta	10493
pasiva	1297
borrar	7040
vigo	8667
eua	2863
ingenuo	7859
quedemos	1295
quedado	11104
seguiremos	6346
webs	7557
quitaran	2378
votes	8514
critica	10751
nou	10807
catalanxs	1566
informe	8169
india	506
rabia	10482
coisa	5164
meses	11301
bajos	3019
habran	4031
gobernado	7134
separação	7756
bastantes	7135
declive	3120
liada	4173
dedicado	7133
identificación	1869
pez	1520
reconoces	1403
circulan	2865
robos	1773
robaron	8788
añadido	2200
valorar	6067
sientes	8635
consecuencia	9893
ganemos	53
imposición	8528
director	7422
victima	4924
apunta	8160
directo	11379
traerá	5337
etiqueta	3275
jugando	11025
didn	848
these	7353
imagino	10809
asediados	4645
conflictos	7676
sinverguenzas	3675
economía	11221
aplaudían	2575
12	11333
turquía	5790
ó	8978
outubro	2924
catalanes	11863
sondeos	3165
inepto	2830
indirectas	3449
engañas	1966
salgo	6381
echándole	1970
tamén	2785
need	6914
progresar	1643
pintas	3235
som	3358
force	7710
ayudado	3835
mecha	2122
deberiamos	5060
inestabilidad	8353
maletas	8457
tome	8709
porrazos	10615
abc	6052
sendo	3088
2003	2136
jamas	8963
aclarar	7479
conseguido	11288
obligatorio	2955
juncker	5110
cañones	1564
brutality	6962
demostró	4995
atado	897
susto	2636
x	11031
latinoamerica	4931
declaracion	6753
oferta	8858
notar	2852
mujer	11137
queridos	7502
soldados	3919
cóctel	3468
independizando	2984
bogota	1308
plebiscitarias	2390
sem	4632
progresistas	3016
nación	11653
bravas	4825
iii	10242
coincidencia	7719
estat	3866
ponerle	5068
disfrazada	5260
rest	1209
della	4228
enviar	10595
retirar	10064
catales	1662
gala	1504
asestado	6757
ingrata	1442
apoiar	1399
himno	10474
avisando	3688
vivís	7853
greve	6569
leído	10599
movidas	1916
rabiar	815
remember	1934
cumpliendo	8584
requirieron	1028
cuarta	5034
asunto	11320
cantar	11427
cacerolazo	2298
querías	5483
moncloa	10715
poltrona	829
interes	2433
aliados	6745
hoy	9942
500000	5489
ue	11702
negado	5670
saldo	3781
incompetente	6397
wow	6686
occidental	5492
‘procés’	2231
imaginario	2369
compran	1849
ppopular	7294
dla	572
silenciosa	11124
lobo	3640
mamen	3157
aprovechamos	6268
olvida	10687
sufrido	7093
garantias	10316
puros	837
únicas	5078
yesterday	4964
78	11012
piedra	8467
mosso	9106
podemita	5173
cerdos	6307
telediario	8135
bcn	10206
nuclear	5057
because	6642
850	1347
maleta	4728
20	11407
residuales	1281
ayude	2515
vegas	11597
cabecilla	1400
subliminal	3649
informáticos	6576
legalidad	11668
sindicatura	3668
aguanta	555
realeza	5374
pacotilla	7256
autonomía	11525
indignantes	817
existía	6949
justamente	4241
despiste	171
chat	2682
pistolas	4269
síes	3990
magistral	6319
depende	10195
careta	9223
rigor	441
presentación	389
been	4253
olvide	9548
moderdonia	137
while	2341
ves	11218
separada	7440
sirven	8876
negro	9805
violó	1262
perteneciendo	7688
hispanidad	8028
❤	9173
parasitos	1588
representativa	1804
pijo	2610
escoceses	7400
demà	4322
quiebra	6455
quien	8050
pierdas	6665
mentirosos	8988
alegra	7898
mariano	11621
recordar	10586
sujeto	3770
quitado	10380
guerreristas	3445
caer	10709
menor	10127
precioso	6258
crear	10846
desidia	5179
pases	3856
almudena	2982
extrema	11033
solucion	9504
revisar	4208
comunicado	10562
goleada	2258
pasé	186
condemnation	861
repartirse	1151
logica	1127
siento	11649
☭	2095
encuentran	7296
24	10480
ça	3258
vendrían	1871
traca	8186
alma	9091
sanitarios	7720
olé	7978
desean	8958
espaldas	5751
revolucionario	4850
empresa	11026
blando	799
soros	8064
lamentamos	3456
convence	2440
desenlace	3396
nazi	11292
moderna	9463
t5	1661
é	11517
importe	6620
derechona	5508
pensó	1827
anuales	2225
politico	7981
menos	7095
llamadas	4537
autónomos	5035
situado	3988
tia	5655
republica	11534
ciudadania	2510
ahhh	6625
celebrara	627
carnaval	5242
obligan	6255
nombra	2412
presupuesto	5674
contar	11003
consulta	11636
arequipa	1175
simpson	10637
función	8066
porfavor	8661
please	8752
mínimo	10578
mñn	3727
puedo	2621
hundir	7514
pluralidad	6844
bello	3521
32	5960
obligatoria	1524
libros	9829
cortesía	2514
trabajadores	10000
texas	6417
out	9364
represor	10044
multa	8678
proceder	3127
administración	3904
sirvió	3784
venía	4914
paraíso	9597
debieran	2139
refiriéndose	4325
ehh	3806
hecha	8207
anchas	7228
harían	7218
alucino	6245
reglas	8827
calor	5004
directamente	10022
apuestan	6345
franco…	717
vestir	3173
imponerse	4507
mirando	10273
chungo	1578
const	7084
públicas	7461
morirse	93
busque	6736
vetar	1735
participativa	3442
contenta	3225
opacas	8951
desarrollar	503
léase	993
detener	10770
trajo	3343
culpable	10386
establecido	3834
seres	8686
resaca	4600
llegar	11386
aguantan	652
jugara	6468
tio	10311
some	6935
salvado	990
vuestro	2709
creido	2162
á	7312
repartiendo	4770
huela	1335
líder	10749
limpiar	8576
loco	10987
enteramos	7006
ke	10739
iceta	9221
mordaza	4941
descendientes	4016
autodeterminacion	8909
madrileños	8497
mostrando	7601
y	11868
about	9896
galopante	1134
votaciones	11304
pidiendo	11461
especial	11246
sabrás	4207
demostración	3350
hilillos	4029
error	11217
sesgada	954
penales	6412
recurre	4436
inferior	3112
they	9982
saldrán	6793
paguen	9168
práctica	4133
amado	4443
vtvcanal8	3589
follando	1226
tejado	1497
panamá	6463
corruptos	11361
sarcasmo	410
✌	8296
eligió	7489
fundamentales	9857
resiste	8829
yihadista	6971
ten	8582
comparecerá	3077
reportero	341
cuestiones	2333
prensa	11671
efectivamente	9177
speech	2421
fabricados	2664
críticos	775
mercadona	6130
próspera	2210
exportaciones	4697
quedaron	5339
saldria	474
traiga	3572
quitaron	2583
máscara	1725
resuelto	7003
apoyara	477
hi	6982
ventajas	7079
tambien	6205
informan	7746
españa	11872
quemar	4233
círculo	3
física	4336
débiles	9562
dsd	4111
despertado	9043
prefascista	5562
quase	573
geografía	4958
habrá	2720
negativas	526
equiparar	3479
imparable	6467
autogobierno	9242
lucharon	633
sobrevivir	3504
eco	6328
espetec	2832
pinta	10520
viene	11669
torpeza	9378
dedican	6238
ff	2897
rapa	2388
15	10986
ve	11666
york	7905
cambiamos	7104
argentina	11180
preparan	6288
costado	6860
nic	4901
desmadre	4162
haciéndolo	2702
empeño	3985
años	11839
pequeñas	439
parda	8599
inda	8311
diré	8253
ignorantes	9665
política	11791
champions	7741
necesidad	10683
matando	7325
clases	9999
dejarían	6814
evitarlo	6957
antidisturbios	10952
deleznable	3971
periodico	270
llevó	8251
pancartas	7247
pelean	4079
ente	2978
rechazado	2754
duele	11093
ocupado	5309
existir	9209
pertenecer	9555
consecuencias	11343
obligar	8057
planteando	3118
petty	340
montamos	7456
entenderse	1471
mantener	10954
clave	9972
universidades	5181
coacciones	4098
aumentan	10082
vieja	8035
lo	11515
invita	6522
sembrar	3286
47	8300
arreglaba	3485
desmiente	2896
tendencias	5178
fascista	11672
aspiraciones	4863
jodido	9686
persecución	6458
encantan	738
judios	4191
actúan	9087
acontecido	8258
grabar	1692
amanece	5577
conscientes	6572
resolverlo	4459
aprobarlo	1177
reían	2276
acceso	8003
lia	3875
privilegiada	28
vuelo	3413
agradecido	974
mantenerse	5835
mueren	4187
day	9648
enérgicamente	1746
presuntamente	2543
ingenuos	4627
norcorea	1187
montaña	4189
secesion	2414
máquinas	1503
querían	10732
hora	11717
cárcel	11341
deseo	11212
espectadores	2456
autonomicas	5129
mafiosos	6552
pide	11727
vueltas	7436
vísperas	5231
sencillamente	4843
asesinato	2901
fortaleza	5910
entregando	1201
bueno	179
canarias	9796
ser	9851
conseguirlo	3779
desaparece	3839
dueño	7356
energúmenos	6626
pesadez	4395
católica	7717
definitiva	6956
diría	10267
salva	3149
reina	9213
perdemos	9132
deberá	6556
responsables	11257
votéis	5736
cruzan	1435
perdio	1255
vendido	8413
dependiente	8
parlamento	11557
interiorgob	6700
acabó	10326
invade	5184
sen	609
oea	5902
sacáis	4290
baer	695
are	11090
pantomima	10777
totalitaria	2476
haremos	9232
pelos	9189
participar	10973
feos	969
caro	8906
alias	1098
ancianas	6133
rechaza	8928
referéndum	11873
registran	4657
ganando	9856
corea	10453
coyuntura	2635
católicos	5623
incompetencia	8830
pnb	17
atractivo	2055
nac	3276
impunemente	3898
similares	6008
imagináis	9506
2º	4972
pagará	7663
represores	8561
cerrando	7967
primavera	3397
califato	2661
xavi	8618
camp	10685
clero	3387
comerciales	4435
idearon	2166
tontería	10103
humanos	11402
podíamos	1947
acepten	3206
ovarios	4520
juzgará	855
hagas	9354
fabricadas	4368
expresen	4549
informaros	3569
inicia	8177
adeptos	1644
cano	10740
presentar	7483
experimento	6687
fcse	9170
maduro	11724
campando	2608
clima	9244
tortura	6672
cuentos	5800
huyen	1071
sabíais	41
nosotros	2049
registro	957
of	11667
iraquí	7763
antoni	6447
obligaremos	1182
vuestra	345
librarse	2792
choque	8326
compis	3426
bloquear	9272
should	8520
incumbe	6295
20170806	1997
década	1631
organizan	5509
merecemos	7621
tantos	11022
excesiva	6388
salís	4766
servicio	10443
blancos	5460
resultó	2985
andamos	2434
momentos	11062
eurodiputado	1828
educar	1771
intervención	10971
avanzar	6712
afición	7837
violencias	950
automáticamente	5519
hechos	11294
adelantar	760
sobres	10029
temario	1260
bajada	199
preocupaciones	3466
obispo	6677
palacio	3994
cansa	8796
logra	9886
prisión	9050
wharfratde	332
serlo	9770
perroflautas	7680
irónico	8260
carlista	77
definitivo	7910
reino	11579
porquería	5582
eche	5546
jajjaja	915
triple	2799
21h	1010
constante	7033
tarda	6350
centenares	8933
proceso	11522
inde	4051
feo	10256
precios	2574
gasolina	10288
ja	11148
dirige	5324
read	4331
bragas	1285
payaso	9971
muestras	5675
aparece	8886
geral	5792
proclamen	1353
lenguas	4153
seat	8171
atacaron	4524
autonómicas	10593
maduristas	1920
1º	7909
sa	4284
perdimos	4616
toquen	311
➁	2085
representas	6202
polémica	6676
tupper	8557
máxima	8870
agresores	849
espanhola	9491
tardando	8586
everyone	3038
hijo	11562
ceguera	5065
rechazamos	4704
hablará	4606
merkel	7438
españolistas	6439
golpearon	2077
reside	7705
huevos	11442
desayuno	4996
robado	10322
rotundo	6920
informativa	7589
empujar	1565
vencerá	3816
acuerdas	7265
reinos	5404
troll	3414
gitanos	2729
argentino	8226
sediciosos	9927
lanzaron	2968
postura	10787
sonrisa	6727
andan	8355
inválido	5451
hiciéramos	903
comenzó	6769
guardo	3600
prácticamente	7674
mediatica	2273
cerrada	10773
público	10989
recogemos	324
separan	7113
imputado	1208
esperado	7259
prisa	8218
firmar	6518
restaurante	2026
entregar	740
chapó	1345
repulsa	5589
contemplado	4421
documental	1283
nulos	8562
interviene	8398
fallo	5261
podremos	8664
rompiendo	8939
result	700
entidad	4256
600000	2632
querran	207
iban	10891
pretty	1505
privados	4568
nazionalista	7575
soberano	9095
pray	6875
penséis	1275
incluido	8746
suspenso	3048
suma	10003
legislación	6969
desatado	1389
municipios	7022
balcón	9750
this	11058
acusaciones	4439
163	6571
flipante	6584
blanquerna	2711
tranquilo	10733
chávez	3981
campaña	11460
despacho	1055
ahogar	651
supondría	2094
deporte	9176
intolerable	8385
repugnancia	672
inglaterra	9277
ed	3191
dejado	11353
campo	10252
peor	3682
guapi	2447
gallina	3774
despedida	4372
toreros	2319
organizó	6970
oscuro	5218
49	4859
comprobar	7070
ama	6242
clar	519
puño	6800
porq	9948
pro	11261
cambias	3403
correcta	5294
organización	10025
arrastrado	4504
país”	47
mirado	551
democrático	11705
hundiendo	776
vender	10281
pr	6566
entendemos	7291
camas	134
vergonzoso	11297
hablo	10814
moderno	6282
compro	6748
enterarse	2954
ocurrió	8835
enterarme	4483
escribes	4720
atentamente	1624
iniciativa	8997
cantidad	10544
innegable	1223
respetad	84
advierte	9347
decepción	6465
putas	9140
rivera	10928
cambios	7368
tirados	7485
proclamará	9071
sacó	5697
virrey	982
dramática	796
llame	8749
rebelde	7786
recoge	7594
solidarizamos	3140
falta	11766
reconquistar	2949
58	5251
quedará	10158
traslado	5918
esperabas	3918
2millones	4058
salimos	8417
difusión	5714
cd	3646
fusilado	2765
dada	5962
ilegalidades	8657
duela	8680
terminado	8026
apellido	7385
retrocedido	52
cancelar	3079
puestos	10280
catalanreferendum	10911
resumen	10887
necesitas	4624
ben	4245
permite	11227
foco	5799
mundiales	5647
me	10532
independizas	1299
cloacas	3451
matan	8419
combo	814
ciudadana	9991
saiu	6347
buenísimo	3081
preguntar	10552
palomo	2332
crearon	1522
supremacistas	2058
hermano	10333
borrachos	1019
necesita	11531
▶️	473
derrota	8081
izda	4062
gonzález	9049
inacción	9373
butifarra	5285
opcion	2370
guau	795
prohibiendo	4610
apalean	2114
doing	1967
antidemocráticos	3198
medir	6084
defende	2771
premisa	1205
tecnología	105
explota	2521
legitimando	3304
ast	2247
siguientes	6386
allá	11405
méxico	11559
autorizar	1047
alguns	863
creciente	4405
impressionante	1941
veáis	6896
extrañaría	2679
orgullosos	9295
perdone	4852
echar	11523
prebendas	4982
empiecen	6835
kafkiana	1334
septiembre	10618
hilo	10678
alta	9440
020144	9379
biggest	2037
extremadura	9456
parada	166
planes	5919
pla	3326
ce	11096
parir	412
conspiración	3271
trabajarán	245
chino	8929
joaquín	1847
serie	8318
lombardía	2393
empeorar	4033
apena	1888
busco	6110
corridas	931
precariedad	347
pervierte	1628
dejaros	4471
pepero	2366
goma	10696
medicinas	3726
consiguió	1660
ido	11593
motivo	10890
alegre	2355
fin	7833
coño	11568
oro	8804
14	9226
consiga	8261
periodismo	10147
duerme	6165
baño	5758
debéis	3686
pour	6264
comunistas	10512
papelón	4672
precintar	6708
controlan	4244
distraídos	2470
matanza	9722
anulado	9564
efectivos	8824
lumbreras	5480
faire	639
vio	9798
terrazas	2013
democracia	11862
guays	2854
excesivo	7618
separacion	8396
estrella	7774
garrotazos	1865
cop	2238
plantea	9157
deba	5152
izquierdas	10645
miradas	5551
paras	1717
vamos	8631
lidia	4264
comienza	10510
congreso	11030
infraestructuras	2405
•	4447
when	8352
manifieste	3051
oficinas	1489
partan	5967
glorioso	1709
existió	8220
afines	5434
gafas	2859
aliado	5389
balines	5402
hicieran	8863
delirios	188
legitimo	6525
balas	9904
mira	11644
sometido	3477
retirando	4611
mis	1706
enviando	4370
compramos	2023
misión	5766
colaborando	937
life	2047
partidario	8817
lacra	3238
válido	11150
albertmaltac2	9955
madrugada	5229
opiniones	10513
jurídico	7779
manejar	5461
passa	2356
águila	4629
apesar	1546
</s>	11875
dijiste	2036
piensen	7847
cómico	2033
superiores	5192
huevo	8578
ganamos	8697
mueran	4158
ejemplaridad	321
pq	11551
perderia	3690
whatever	2705
jose	6298
civismo	6306
hablaban	6543
mudarme	33
acerca	11010
aportación	912
shakira	5159
futura	8049
sentidos	4314
army	2000
riendas	962
empeñan	2685
devuelto	1601
preocupes	7858
aceptar	10449
grave	11429
compadre	2424
invierno	1044
tapando	4994
visitar	7223
competencia	9185
suspende	8605
calladitos	4538
caga	6545
efectivo	4214
preso	6988
utopía	1756
arg	4844
ufff	1675
xro	1649
financiado	6326
pareciera	6411
tocan	4876
solidarizan	3348
mozos	9554
reprime	11241
visita	8454
farage	4534
suspendida	6007
finales	6796
adoctrinado	7250
esperar	10736
colonial	2163
corrupta	9873
señores	11147
llenas	10415
empezad	747
animo	10492
cateto	5161
intercambio	1542
desunión	1168
ampara	5567
participa	5912
référendum	1965
medida	9009
beneficios	8002
moda	10308
retrógrado	4057
proiado	1119
trágico	116
inmediatamente	3865
hordas	4886
mundo	11841
xavier	7509
impulsado	3188
matter	117
irte	7753
flores	8726
asistido	2308
ya	11643
llena	10958
caminos	5007
juntar	3897
nacionalismo	11490
llave	2513
gratis	10490
pa	11619
palencia	1436
ineficaz	283
salvaje	9361
respetan	9432
rostro	1582
expulsados	6117
domingos	4575
virtual	3769
conquistaron	1974
must	5886
paradoja	4338
imaginas	6276
tirano	3984
free	8711
retransmitir	2806
escondidas	5598
diles	936
peligro	9924
alcaldes	9962
triunfa	5383
represiones	5849
tmb	7587
genocidio	6038
tomaran	2531
fet	1632
legítima	8418
constitucion	10972
antepasados	4022
llamas	9046
piso	9473
jamás	11408
vacaciones	10038
efecto	10410
plataforma	3096
vera	3995
ojeda	2021
soldado	751
chamada	980
quema	2880
acuse	3472
ganaron	7684
rescate	7932
empobrecer	600
pesadilla	9334
santiago	9789
omarbula	1807
próximas	9431
conciudadanos	114
salió	10455
versión	7625
vean	10444
lava	802
leader	1909
alarmas	1091
perú	7668
salgamos	6846
proteja	4517
violentar	4178
600	2290
orgulloso	10871
depois	4049
enfermos	8791
origen	8919
respetando	6893
tratado	8344
cámaras	5574
declaro	6168
abolición	3265
dirían	6154
tomo	5679
ponía	4741
acento	6066
necesitan	10389
jovenes	5819
wasap	3417
emitiendo	3651
incauta	6233
mencionar	5875
diversa	3925
eliminó	3732
espectacular	5299
oprimir	4038
disparates	1962
conocí	2568
lleváis	7393
marche	5274
finalidad	1809
freno	4992
concierto	9112
incorrecto	2054
interlocutor	6076
victimas	8765
relación	10950
autores	708
antojo	6843
banderita	8721
españolas	11348
ibi	4881
ostia	9034
tener	6230
pitan	2340
€	10880
atleti	3123
jaén	1994
caben	5807
abuelas	5429
aniversario	5643
aragonés	3063
referedum	2742
luchan	7997
meterme	1810
banderitas	10191
independ	4871
declararon	3974
doy	10187
conde	4682
abandonado	6948
send	1652
uhc	1042
extremeña	1254
pra	9211
pondrían	977
ñ	10456
abrir	10759
mande	7670
interventores	4171
propongan	2989
quereis	10677
ebro	5863
multitudinarias	634
metros	3617
terminan	4136
madera	1111
paciencia	8806
dibujos	6886
orizon	1362
instrumento	8298
piensa	11431
maracaibo	1080
israel	8202
mossos	11754
city	5370
quitarnos	4533
fascistas	11677
intentaban	730
lógico	10205
consideramos	2777
cara	11830
impecable	5199
sinó	4605
levante	3740
magnífico	643
serenidad	8980
neoliberal	6606
nacionalidades	2516
cumpla	9631
noticias	11719
necesarios	4894
esa	6967
espabila	507
grado	5884
ande	1616
vivos	4652
aguanto	3755
3oct	7052
admiro	6955
decirte	6089
han	9287
dear	240
jaque	6174
ilegalizar	7921
quedao	2834
incompetentes	5441
elemento	5734
fumar	3427
2007	3522
9n	9486
mamando	1853
montaje	4865
faltaban	1369
aislado	972
dueños	7629
haciendo	6370
pana	5387
echarlos	5413
ramos	6694
islas	6012
pese	11034
bochorno	8086
llegado	11392
heart	1738
aboca	58
luta	2594
mafioso	6795
ponga	10358
supporting	4047
claman	2110
actuación	11604
cataluñano	3429
aragoneses	4121
propongo	10816
albacete	5098
posverdad	4374
nostalgia	1570
macron	6292
aprobadas	293
afluencia	3743
doquier	3744
américa	10006
consideran	8048
atacar	8967
potente	25
dppsuv	4234
manuela	4603
sandra	1072
arrimadas	10451
1octl6	11132
entradas	620
canales	6596
temporal	1038
hastag	3481
jejeje	4880
montenegro	1921
van	7672
critican	9437
episodios	211
repetidas	1163
charlatán	4822
dimita	5572
vuelven	7653
contradice	2996
venido	9877
valido	9264
resolución	5727
movimento	4979
bernat	584
igualada	8203
41	3217
caen	8426
lex	1423
definitivamente	10287
pas	9158
part	5692
católico	1132
macho	8862
lazos	4671
episcopal	6517
defenderlo	125
oprimido	8521
admirado	200
votare	139
daños	5223
hicimos	7777
condenaron	3069
nazionalismo	6755
participaría	2840
got	2488
transparente	7568
subiendo	6414
sindicato	1792
cientos	10895
peace	5401
aos	7742
democratica	7381
escraches	3164
sr	11500
vereis	6010
convertirse	8350
permitiría	6771
recinto	868
cv	119
escalada	9134
caquita	4432
reflejo	6178
utilicen	1950
world	10045
pretendían	1402
percibe	659
solución	11744
golpista	10998
gilipolleces	9129
mueven	6057
trabajo	4248
chavismo	8567
bolivia	5584
casualidad	10112
veto	4027
censurar	4034
promover	8652
comenzaron	2773
propones	194
aeropuerto	3763
colgar	8214
enérgica	1707
at	9105
agradezco	7548
37	4148
molestan	2795
incluye	9411
atacados	4159
desaparecido	7816
bro	2964
lega	984
estalla	2425
podido	10630
compañía	9412
active	1315
adultos	7591
cartera	1856
cubanos	1918
ens	8878
cívicos	3853
caca	3508
colombiano	7144
bolívar	5278
plomo	4008
arruinada	3754
soy	8128
asesinado	6195
referente	8589
llenan	6278
mensajes	8131
rencor	5796
encarcelar	3272
reprobable	7352
andaluces	11108
bulto	4145
entren	1365
convocado	11017
firmeza	7934
julius	696
tomada	7490
olvides	7423
aman	7118
causado	2926
sábado	10498
americanos	6158
onde	4762
asturianos	3447
soluciona	9966
street	4313
armar	6311
alzada	1831
human	4400
fiestas	7213
aparezca	3699
navarra	9864
jefatura	6782
ordenes	8422
govierno	6129
zamora	4387
pierda	8299
dn	1445
pronuncie	5982
modificar	9608
votan	11171
afrontar	5834
poquito	10260
reconozca	5116
finlandia	3066
extensión	3314
inferiores	248
situation	2740
traer	9443
opinas	10078
dará	9977
voto	11787
señalado	1657
quédate	7171
asegurar	9324
desesperado	1451
alerta	9533
militante	1437
atreve	6911
junts	4647
petróleo	4765
retrata	1459
pagaras	602
colega	8188
enrique	3074
entender	11599
despertar	9465
audio	3152
voté	6106
20h	3776
his	6867
martín	7574
parando	900
encerrado	3013
políticos	11801
gabilondo	9614
gatos	9122
alumnos	9768
caretas	8673
votantes	11607
voces	7635
absolutamente	10061
patriótico	534
pinza	3820
popular	11339
riqueza	5336
delegación	3139
completamente	9721
barna	3476
equivalente	2485
cerradas	8724
recibido	8227
irrelevante	2426
adivinó	2372
asedio	5636
olvidarse	3738
xx	4887
prestado	2607
pd	6080
almagro	994
pues	8773
unirnos	4247
aber	97
insultas	360
gandhi	6357
investigue	6035
oiga	8736
código	9128
desplazada	4646
bretaña	5411
marruecos	2300
arregle	4626
oponen	7706
44	6859
cabras	1702
gobierno	11866
multas	9384
cuelga	3689
liderado	2512
consultar	4985
mx	4918
magnifica	764
integridad	8717
ffaa	611
preguntamos	4481
morales	4801
ballot	4216
naciste	83
calella	10708
leganés	12
enmiendas	3100
ritmo	4386
senador	1121
obliga	9119
agresiones	10523
cibeles	11046
especie	7644
ignorando	4619
assange	9888
hablando	11750
representada	2392
referendum	11871
intenso	4278
tomarse	4389
rinde	6540
opinadores	1410
invitar	1908
dormir	11083
hagamos	10827
antigua	6675
formada	724
per	11049
despierto	5452
130	4695
defensores	9399
realista	722
argumentario	5071
colmo	7236
bilis	3273
into	4463
nieto	7655
inventó	1806
economist	711
afectados	5615
grande	11646
proclama	9426
defendía	7987
still	1110
suspendidos	1135
gobiernan	10298
orígenes	3818
cargando	6895
sometidos	1204
boletas	2472
colegio	11404
purga	1432
jajajajaja	10172
estaria	8231
contribuyentes	2657
sagrada	7491
madrit	1050
graves	10016
clase	11536
democratic	5770
aleja	6460
quedarse	10843
hablaremos	6344
